date,cmg,tan,flsr,rgse
2015-09-17,730.200012,27.847549,46.919998,798.0
2015-09-18,729.47998,26.932415000000002,45.330002,852.0
2015-09-21,731.1900019999999,26.969019,45.139998999999996,816.0
2015-09-22,726.969971,26.337576000000002,44.419998,798.0
2015-09-23,731.570007,25.294321,43.369999,768.0
2015-09-24,731.169983,24.964874,43.639998999999996,768.0
2015-09-25,730.280029,24.580517,43.290001000000004,786.0
2015-09-28,708.030029,23.198664,40.810001,738.0
2015-09-29,708.539978,23.281026999999998,41.02,690.0
2015-09-30,720.25,24.287676,42.75,708.0
2015-10-01,724.429993,24.370037,42.68,780.0
2015-10-02,724.450012,26.227759999999996,45.459998999999996,738.0
2015-10-05,728.080017,27.454040999999997,46.66,750.0
2015-10-06,713.25,27.710278999999996,48.880001,768.0
2015-10-07,720.159973,28.597959999999997,49.91,810.0
2015-10-08,734.77002,29.073829999999997,51.119999,804.0
2015-10-09,732.929993,29.00062,51.200001,792.0
2015-10-12,747.820007,28.579655,50.830002,750.0
2015-10-13,750.419983,28.286814,50.580002,810.0
2015-10-14,718.5599980000001,29.266008000000003,51.950001,846.0
2015-10-15,723.8099980000001,29.988964000000003,52.48,924.0
2015-10-16,722.700012,29.503944,52.049999,858.0
2015-10-19,718.6400150000001,28.909105,51.189999,780.0
2015-10-20,705.630005,28.753532,51.77,744.0
2015-10-21,665.669983,27.920761,49.939999,750.0
2015-10-22,650.619995,28.195299,49.889998999999996,756.0
2015-10-23,649.719971,28.442387,50.43,720.0
2015-10-26,659.6900019999999,28.067181,50.57,696.0
2015-10-27,656.549988,26.850052,49.16,684.0
2015-10-28,654.8900150000001,27.701128000000004,50.849998,726.0
2015-10-29,648.200012,27.756034999999997,50.990002000000004,726.0
2015-10-30,640.22998,27.271013,57.07,690.0
2015-11-02,624.0,27.783489000000003,57.779999,690.0
2015-11-03,623.159973,28.195299,58.349998,690.0
2015-11-04,614.97998,27.911608,58.66,678.0
2015-11-05,617.22998,27.536403999999997,58.330002,660.0
2015-11-06,612.400024,27.865852,59.669998,690.0
2015-11-09,609.289978,27.371678999999997,58.389998999999996,702.0
2015-11-10,628.880005,25.696981,55.869999,384.0
2015-11-11,621.840027,25.20281,54.75,360.0
2015-11-12,614.679993,24.635427,53.919998,306.0
2015-11-13,592.8900150000001,24.415796,52.720001,306.0
2015-11-16,588.73999,25.074688000000002,54.18,312.0
2015-11-17,583.580017,23.793503,52.75,318.0
2015-11-18,594.0,24.296825,53.939999,300.0
2015-11-19,611.51001,23.775198,53.279999,276.0
2015-11-20,536.1900019999999,24.095497,54.439999,252.0
2015-11-23,559.289978,24.241919,54.880001,258.0
2015-11-24,577.789978,24.781848999999998,56.169998,264.0
2015-11-25,580.830017,24.489006,56.400002,282.0
2015-11-27,576.619995,24.168707,56.099998,276.0
2015-11-30,579.549988,24.287676,56.509997999999996,264.0
2015-12-01,580.73999,25.01063,58.18,318.0
2015-12-02,574.659973,25.358381,59.669998,288.0
2015-12-03,565.3099980000001,25.587164,59.459998999999996,300.0
2015-12-04,561.200012,25.852554,59.84,300.0
2015-12-07,551.75,25.532259,59.32,288.0
2015-12-08,542.23999,25.102145999999998,59.07,282.0
2015-12-09,548.01001,25.340082000000002,58.849998,276.0
2015-12-10,575.429993,25.074688000000002,54.349998,276.0
2015-12-11,565.0,24.424944,55.259997999999996,300.0
2015-12-14,558.159973,25.971523,58.41,354.0
2015-12-15,554.8599849999999,26.749388,59.830002,384.0
2015-12-16,567.830017,29.137888,65.620003,444.0
2015-12-17,554.8900150000001,28.826744,64.480003,402.0
2015-12-18,541.080017,29.101282,63.41,438.0
2015-12-21,522.01001,30.117081,65.739998,510.0
2015-12-22,494.60998499999994,28.808441,64.989998,480.0
2015-12-23,497.48001100000005,29.128738000000002,66.16999799999999,456.0
2015-12-24,495.10000599999995,29.519292999999998,66.91999799999999,444.0
2015-12-28,493.51998899999995,28.980210999999997,66.400002,420.0
2015-12-29,489.94000199999994,28.56196,66.410004,432.0
2015-12-30,485.790009,28.441132,66.989998,432.0
2015-12-31,479.85000599999995,28.478308000000002,65.989998,378.0
2016-01-04,448.80999800000006,28.599138,66.720001,390.0
2016-01-05,449.02999900000003,28.162298,72.029999,378.0
2016-01-06,426.670013,27.613922,69.519997,372.0
2016-01-07,416.0,25.085821,66.220001,330.0
2016-01-08,413.290009,25.373951,65.620003,342.0
2016-01-11,411.100006,24.463091,65.41999799999999,324.0
